Codigo;Denominacion_Generica_ES;Denominacion_Generica_VAL;Denominacion_Especifica;Denominacion;Regimen;Tipo_Via;Direccion;Num;Codigo_postal;Localidad;Provincia;Telefono;Fax;COD_EDIFICACION;long;lat;Titularidad;CIF;Comarca
03001751;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;JESÚS MARÍA;CENTRE PRIVAT JESÚS MARÍA;Priv. Conc.;CL;CAMINO DE LAS PARRAS;5;3112;ALACANT - VILLAFRANQUEZA;Alacant;965181796;965181762;1;-0.488535;38.386157;;;L'ALACANTÍ
03001775;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;DON BOSCO - SALESIANOS;CENTRE PRIVAT DON BOSCO - SALESIANOS;Priv. Conc.;AV;VICENTE BLASCO IBÁÑEZ;1;3005;ALACANT;Alacant;965924842;965924844;1;-0.504738;38.35177;;;L'ALACANTÍ
03001787;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;CALASANCIO;CENTRE PRIVAT CALASANCIO;Priv. Conc.;AV;DE DÉNIA;76;3016;ALACANT;Alacant;965262510;965151400;1;-0.468228;38.358375;;;L'ALACANTÍ
03001829;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;MÉDICO PEDRO HERRERO;CENTRE PRIVAT MÉDICO PEDRO HERRERO;Priv. Conc.;CL;VICTOR DE LA SERNA;37-39;3006;ALACANT;Alacant;965102455;965103197;1;-0.515928;38.34941;;;L'ALACANTÍ
03001854;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;ÓSCAR ESPLÁ;CEIP ÓSCAR ESPLÁ;Púb.;PZ;DE LA LIBERTAD;1;3010;ALACANT;Alacant;965937105;;1;-0.493805;38.365862;GENERALITAT VALENCIANA;Q5355091I;L'ALACANTÍ
03001881;INSTITUTO DE EDUCACIÓN SECUNDARIA;INSTITUT D'EDUCACIÓ SECUNDÀRIA;JORGE JUAN;IES JORGE JUAN;Púb.;CL;WENCESLAO FERNÁNDEZ FLORES;2;3004;ALACANT;Alacant;965936490;;1;-0.493033;38.349339;GENERALITAT VALENCIANA;Q5355571J;L'ALACANTÍ
03001891;INSTITUTO DE EDUCACIÓN SECUNDARIA;INSTITUT D'EDUCACIÓ SECUNDÀRIA;MIGUEL HERNÁNDEZ;IES MIGUEL HERNÁNDEZ;Púb.;CL;POETA GARCILASO;8;3005;ALACANT;Alacant;965936545;;1;-0.495388;38.350607;GENERALITAT VALENCIANA;Q5355570B;L'ALACANTÍ
03001908;INSTITUTO DE EDUCACIÓN SECUNDARIA;INSTITUT D'EDUCACIÓ SECUNDÀRIA;FIGUERAS PACHECO;IES FIGUERAS PACHECO;Púb.;CL;FERNANDO MADROÑAL;35;3007;ALACANT;Alacant;965936495;;1;-0.511393;38.340419;GENERALITAT VALENCIANA;Q5355573F;L'ALACANTÍ
03001911;INSTITUTO DE EDUCACIÓN SECUNDARIA;INSTITUT D'EDUCACIÓ SECUNDÀRIA;ANTONIO JOSÉ CAVANILLES;IES ANTONIO JOSÉ CAVANILLES;Púb.;AV;ALCALDE LORENZO CARBONELL;32-34;3007;ALACANT;Alacant;965936500;;1;-0.507538;38.339367;GENERALITAT VALENCIANA;Q5355563G;L'ALACANTÍ
03001957;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;SANTÍSIMA FAZ;CEIP SANTÍSIMA FAZ;Púb.;CL;BARÍTONO PACO LATORRE;S/N;3015;ALACANT;Alacant;965936390;;1;-0.485252;38.377459;GENERALITAT VALENCIANA;Q5355060D;L'ALACANTÍ
03002007;CENTRO INTEGRADO PÚBLICO DE FORMACIÓN PROFESIONAL;CENTRE INTEGRAT PÚBLIC DE FORMACIÓ PROFESSIONAL;POLITÈCNIC MARÍTIM PESQUER DEL MEDITERRANI;CIPFP POLITÈCNIC MARÍTIM PESQUER DEL MEDITERRANI;Púb.;CL;MUELLE PESQUERO;S/N;3001;ALACANT;Alacant;965695600;;1;-0.486649;38.337078;GENERALITAT VALENCIANA;S0300113H;L'ALACANTÍ
03002044;CENTRO PRIVADO DE EDUCACIÓN PRIMARIA Y SECUNDARIA;CENTRE PRIVAT D'EDUCACIÓ PRIMÀRIA I SECUNDÀRIA;WALDORF ARRELS DE LLUM;CENTRE PRIVAT WALDORF ARRELS DE LLUM;Priv. Conc.;CL;RÍO TURIA;25-29;3690;SANT VICENT DEL RASPEIG;Alacant;965660748;;1;-0.502882;38.391211;;;L'ALACANTÍ
03002101;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;RAFAEL ALTAMIRA;CEIP RAFAEL ALTAMIRA;Púb.;CL;TOMÁS AZNAR DOMENECH;S/N;3007;ALACANT;Alacant;965936330;;1;-0.514512;38.340865;GENERALITAT VALENCIANA;Q5355548H;L'ALACANTÍ
03002160;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;LA CAÑADA DEL FENOLLAR;CEIP LA CAÑADA DEL FENOLLAR;Púb.;CR;ALCORAYA;50;3699;ALACANT - LA CAÑADA;Alacant;965937005;;1;-0.566592;38.403146;GENERALITAT VALENCIANA;Q5355185I;L'ALACANTÍ
03002238;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;LA CONDOMINA;CEIP LA CONDOMINA;Púb.;AV;PAÍSES ESCANDINAVOS (PLAYA SAN JUAN);17;3540;ALACANT;Alacant;965936300;;1;-0.418046;38.372255;GENERALITAT VALENCIANA;Q5355557I;L'ALACANTÍ
03002241;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;LOS ALMENDROS;CEIP LOS ALMENDROS;Púb.;CL;IGLESIA;2;3113;ALACANT - REBOLLEDO;Alacant;965937110;;1;-0.610522;38.343941;GENERALITAT VALENCIANA;Q5355182F;L'ALACANTÍ
03002305;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;VERDEGAS;CEIP VERDEGAS;Púb.;CR;VERDEGAS;32;3699;ALACANT - VERDEGAS;Alacant;965918740;;1;-0.58352;38.404837;GENERALITAT VALENCIANA;Q5355181H;L'ALACANTÍ
03002317;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;JUAN BAUTISTA LLORCA;CEIP JUAN BAUTISTA LLORCA;Púb.;CL;PI Y MARGALL;2;3112;ALACANT - VILLAFRANQUEZA;Alacant;965918705;;1;-0.492514;38.385383;GENERALITAT VALENCIANA;Q5355180J;L'ALACANTÍ
03002381;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;;CEIP DE ALMORADÍ - HEREDADES;Púb.;AV;DE LOS LLANOS;6;3179;ALMORADÍ - HEREDADES;Alacant;965290375;;1;-0.762358;38.09108;GENERALITAT VALENCIANA;Q5355152I;EL BAIX SEGURA/ LA VEGA BAJA
03002408;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;CANALES Y MARTÍNEZ;CEIP CANALES Y MARTÍNEZ;Púb.;CL;COMUNIDAD VALENCIANA;64;3160;ALMORADÍ;Alacant;965290130;;1;-0.787218;38.107366;GENERALITAT VALENCIANA;Q5355157H;EL BAIX SEGURA/ LA VEGA BAJA
03002433;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;SANTA MARÍA DE LA HUERTA;CENTRO PRIVADO SANTA MARÍA DE LA HUERTA;Priv. Conc.;CL;ERALTA;129;3160;ALMORADÍ;Alacant;965700678;965700678;1;-0.786773;38.11518;;;EL BAIX SEGURA/ LA VEGA BAJA
03002445;INSTITUTO DE EDUCACIÓN SECUNDARIA;INSTITUT D'EDUCACIÓ SECUNDÀRIA;ANTONIO SEQUEROS;IES ANTONIO SEQUEROS;Púb.;CL;COMUNIDAD VALENCIANA;55;3160;ALMORADÍ;Alacant;966926770;;1;-0.786397;38.107957;GENERALITAT VALENCIANA;Q5355155B;EL BAIX SEGURA/ LA VEGA BAJA
03002470;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;VIRGEN DEL PILAR;CEIP VIRGEN DEL PILAR;Púb.;CL;MAESTRO FIDEL GÓMEZ;1;3187;LOS MONTESINOS;Alacant;965290175;;1;-0.742478;38.029281;GENERALITAT VALENCIANA;Q5355478H;EL BAIX SEGURA/ LA VEGA BAJA
03002573;INSTITUTO DE EDUCACIÓN SECUNDARIA;INSTITUT D'EDUCACIÓ SECUNDÀRIA;BELLAGUARDA;IES BELLAGUARDA;Púb.;CL;GALOTXA;1;3590;ALTEA;Alacant;966816070;;1;-0.045746;38.604698;GENERALITAT VALENCIANA;Q5355148G;LA MARINA BAIXA
03002615;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;LA OLLA;CEIP LA OLLA;Púb.;PD;L'OLLA;123;3590;ALTEA - L'OLLA;Alacant;966816370;;1;-0.033136;38.617969;GENERALITAT VALENCIANA;Q5355144F;LA MARINA BAIXA
03002652;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;DOCTOR CALATAYUD;CEIP DOCTOR CALATAYUD;Púb.;CL;INGENIERO ALCARAZ;2;3680;ASPE;Alacant;966912000;;1;-0.763472;38.344799;GENERALITAT VALENCIANA;Q5355142J;EL VINALOPÓ MITJÀ/ EL VINALOPÓ MEDIO
03002664;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;LA PALOMA;CEIP LA PALOMA;Púb.;CL;VIRGEN DE LA ESPERANZA;40;3680;ASPE;Alacant;966912005;;1;-0.767796;38.338267;GENERALITAT VALENCIANA;Q5355139F;EL VINALOPÓ MITJÀ/ EL VINALOPÓ MEDIO
03002676;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;PERPETUO SOCORRO;CEIP PERPETUO SOCORRO;Púb.;CL;MAESTRO ALCOLEA;1-3;3680;ASPE;Alacant;966912010;;1;-0.765081;38.340066;GENERALITAT VALENCIANA;Q5355136B;EL VINALOPÓ MITJÀ/ EL VINALOPÓ MEDIO
03002721;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;VIRGEN DE LAS NIEVES;CENTRO PRIVADO VIRGEN DE LAS NIEVES;Priv. Conc.;CL;PEDRO GALIPIENSO;23;3680;ASPE;Alacant;965490690;965495213;1;-0.766962;38.348379;;;EL VINALOPÓ MITJÀ/ EL VINALOPÓ MEDIO
03002731;INSTITUTO DE EDUCACIÓN SECUNDARIA;INSTITUT D'EDUCACIÓ SECUNDÀRIA;LA NÍA;IES LA NÍA;Púb.;CL;LOPE DE VEGA;2;3680;ASPE;Alacant;966912205;;1;-0.767637;38.338543;GENERALITAT VALENCIANA;Q5355138H;EL VINALOPÓ MITJÀ/ EL VINALOPÓ MEDIO
03002767;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;ALFONSO INIESTA;CEIP ALFONSO INIESTA;Púb.;CL;DEL LLAVADOR;1;3450;BANYERES DE MARIOLA;Alacant;966527835;;1;-0.65654;38.720878;GENERALITAT VALENCIANA;Q5355133I;L'ALCOIÀ
03002779;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;FUNDACIÓN RIBERA;CENTRE PRIVAT FUNDACIÓN RIBERA;Priv. Conc.;PZ;AJUNTAMENT;3;3450;BANYERES DE MARIOLA;Alacant;965566565;966567535;1;-0.656781;38.716522;;;L'ALCOIÀ
03002792;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;DIVINA AURORA;CEIP DIVINA AURORA;Púb.;CL;CARDENAL PAYA;132;3460;BENEIXAMA;Alacant;965823095;;1;-0.762649;38.700449;GENERALITAT VALENCIANA;Q5355131C;L'ALT VINALOPÓ/ EL ALTO VINALOPÓ
03002871;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;ANTONIO SEQUEROS;CEIP ANTONIO SEQUEROS;Púb.;CL;COMANDANTE BERNABÉ;43;3390;BENEJÚZAR;Alacant;966904275;;1;-0.835847;38.075232;GENERALITAT VALENCIANA;Q5355457B;EL BAIX SEGURA/ LA VEGA BAJA
03002883;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;ARGENTINA;CEIP ARGENTINA;Púb.;CR;ABANILLA;4;3316;BENFERRI;Alacant;966904220;;1;-0.961617;38.144902;GENERALITAT VALENCIANA;Q0301005E;EL BAIX SEGURA/ LA VEGA BAJA
03002895;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;BENICADIM;CEIP BENICADIM;Púb.;AV;VICENT ANDRÉS ESTELLÉS;2;3778;BENIARBEIG;Alacant;966428800;;1;-0.009236;38.820272;GENERALITAT VALENCIANA;Q5355456D;LA MARINA ALTA
03002901;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;LA PURÍSIMA;CEIP LA PURÍSIMA;Púb.;CL;CARRETERA;1;3517;BENIARDÀ;Alacant;966870815;;1;-0.216304;38.682839;GENERALITAT VALENCIANA;Q5355455F;LA MARINA BAIXA
03002949;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;LA PENYA BLANCA;CEIP LA PENYA BLANCA;Púb.;CL;LLARG;62;3794;BENIGEMBLA;Alacant;966409935;;1;-0.107146;38.755715;GENERALITAT VALENCIANA;Q5355454I;LA MARINA ALTA
03002950;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;MESTRAL;CEIP MESTRAL;Púb.;CL;RACONÀ;11;3759;BENIDOLEIG;Alacant;966409920;;1;-0.029217;38.790971;GENERALITAT VALENCIANA;Q5355453A;LA MARINA ALTA
03002974;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;VASCO NÚÑEZ DE BALBOA;CEIP VASCO NÚÑEZ DE BALBOA;Púb.;CL;CAPITÁN CORTÉS;S/N;3502;BENIDORM;Alacant;966870820;;1;-0.135714;38.546462;GENERALITAT VALENCIANA;Q5355011G;LA MARINA BAIXA
03003000;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;LA CALA;CEIP LA CALA;Púb.;AV;DE LA MARINA BAIXA;9;3502;BENIDORM;Alacant;966870910;;1;-0.159856;38.537168;GENERALITAT VALENCIANA;Q5355444J;LA MARINA BAIXA
03003048;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;LEONOR CANALEJAS;CEIP LEONOR CANALEJAS;Púb.;CL;ESCUELAS;S/N;3501;BENIDORM;Alacant;966870825;;1;-0.130288;38.539279;GENERALITAT VALENCIANA;Q5355443B;LA MARINA BAIXA
03003061;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;LOPE DE VEGA;CENTRE PRIVAT LOPE DE VEGA;Priv.;AV;DEL DOCTOR SEVERO OCHOA;9;3503;BENIDORM;Alacant;965854150;965867943;1;-0.103021;38.543439;;;LA MARINA BAIXA
03003073;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;NUESTRA SEÑORA DE LOS DOLORES;CENTRE PRIVAT NUESTRA SEÑORA DE LOS DOLORES;Priv. Conc.;CL;EL PAL;6;3501;BENIDORM;Alacant;965854095;965854095;1;-0.129025;38.53596;;;LA MARINA BAIXA
03003139;COLEGIO DE EDUCACIÓN PRIMARIA;COL·LEGI D'EDUCACIÓ PRIMÀRIA;;CEP DE BENIFATO;Púb.;CL;ESCUELAS;19;3517;BENIFATO;Alacant;966870865;;1;-0.229833;38.673374;GENERALITAT VALENCIANA;Q5355440H;LA MARINA BAIXA
03003140;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;SAN JAIME;CEIP SAN JAIME;Púb.;CL;FRANCISCO RIBERA;S/N;3178;BENIJÓFAR;Alacant;965290380;;1;-0.735259;38.079645;GENERALITAT VALENCIANA;Q5355439J;EL BAIX SEGURA/ LA VEGA BAJA
03003152;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;VIRGEN DE LOS DOLORES;CEIP VIRGEN DE LOS DOLORES;Púb.;CL;LA COMARCA;1;3810;BENILLOBA;Alacant;966527845;;1;-0.38803;38.701462;GENERALITAT VALENCIANA;Q5355438B;EL COMTAT
03003176;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;BENIMANTELL;CEIP BENIMANTELL;Púb.;CL;CREUETA;18;3516;BENIMANTELL;Alacant;966870870;;1;-0.210203;38.677352;GENERALITAT VALENCIANA;Q5355437D;LA MARINA BAIXA
03003231;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;MANUEL BRU;CEIP MANUEL BRU;Púb.;AV;DE MADRID;S/N;3720;BENISSA;Alacant;965739040;;1;0.056605;38.717595;GENERALITAT VALENCIANA;Q5355434A;LA MARINA ALTA
03003267;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;PADRE MELCHOR;CEIP PADRE MELCHOR;Púb.;CL;SANCHIS GUARNER;S/N;3720;BENISSA;Alacant;965739015;;1;0.0473;38.715588;GENERALITAT VALENCIANA;Q5355432E;LA MARINA ALTA
03003279;CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;LA PURÍSIMA;CENTRE PRIV. ED. INF. 1er CICLE LA PURÍSIMA;Priv.;PZ;PORTAL;4;3720;BENISSA;Alacant;965730267;;1;0.053815;38.71695;;;LA MARINA ALTA
03003309;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;SANTA MARÍA MAGDALENA;CEIP SANTA MARÍA MAGDALENA;Púb.;AV;ALICANTE;40;3726;EL POBLE NOU DE BENITATXELL;Alacant;965739020;;1;0.140042;38.730757;GENERALITAT VALENCIANA;Q5355431G;LA MARINA ALTA
03003310;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;MARE DE DÉU DE GRÀCIA;CEIP MARE DE DÉU DE GRÀCIA;Púb.;CR;DE ALCOI;S/N;3410;BIAR;Alacant;965823090;;1;-0.756683;38.628004;GENERALITAT VALENCIANA;Q5355041D;L'ALT VINALOPÓ/ EL ALTO VINALOPÓ
03003334;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;PENYA L'OR;CEIP PENYA L'OR;Púb.;CL;RAVAL DE BAIX;45;3518;BOLULLA;Alacant;966816485;;1;-0.111113;38.674957;GENERALITAT VALENCIANA;Q5355427E;LA MARINA BAIXA
03003358;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;SAN LORENZO MÁRTIR;CEIP SAN LORENZO MÁRTIR;Púb.;CL;EL PASEO;S/N;3111;BUSOT;Alacant;966908160;;1;-0.420179;38.481501;GENERALITAT VALENCIANA;Q5355426G;L'ALACANTÍ
03003395;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;MEDITERRANI;CEIP MEDITERRANI;Púb.;AV;MASNOU;15;3710;CALP;Alacant;966870915;;1;0.038821;38.64322;GENERALITAT VALENCIANA;Q5355415J;LA MARINA ALTA
03003425;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;MIRANTBÓ;CEIP MIRANTBÓ;Púb.;PD;MIRANTBÓ;S/N;3510;CALLOSA D'EN SARRIÀ;Alacant;966870830;;1;-0.119243;38.654776;GENERALITAT VALENCIANA;Q5355419B;LA MARINA BAIXA
03003449;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;ALMEDIA;CENTRE PRIVAT ALMEDIA;Priv. Conc.;PD;COLOMINA;S/N;3510;CALLOSA D'EN SARRIÀ;Alacant;965881141;965881016;1;-0.123352;38.65419;;;LA MARINA BAIXA
03003450;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;PRIMO DE RIVERA;CEIP PRIMO DE RIVERA;Púb.;CL;CERVANTES;4;3360;CALLOSA DE SEGURA;Alacant;966904225;;1;-0.878482;38.124133;GENERALITAT VALENCIANA;Q5355061B;EL BAIX SEGURA/ LA VEGA BAJA
03003486;INSTITUTO DE EDUCACIÓN SECUNDARIA;INSTITUT D'EDUCACIÓ SECUNDÀRIA;VEGA BAJA;IES VEGA BAJA;Púb.;CL;MÉDICO HUGOLINO ROLDÁN;S/N;3360;CALLOSA DE SEGURA;Alacant;966904710;;1;-0.87882;38.131856;GENERALITAT VALENCIANA;Q5355424B;EL BAIX SEGURA/ LA VEGA BAJA
03003498;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;LA PURÍSIMA;CENTRO PRIVADO LA PURISÍMA;Priv. Conc.;PZ;PALAU I QUER;1;3360;CALLOSA DE SEGURA;Alacant;966759083;965312961;1;-0.879835;38.127421;;;EL BAIX SEGURA/ LA VEGA BAJA
03003565;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;RAFAEL ALTAMIRA;CEIP RAFAEL ALTAMIRA;Púb.;CL;ALCALDE J.CARRATALÁ BAEZA;8;3560;EL CAMPELLO;Alacant;965937115;;1;-0.392965;38.430236;GENERALITAT VALENCIANA;Q5355048I;L'ALACANTÍ
03003577;CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA;CENTRE PRIVAT D'EDUCACIÓ INFANTIL I PRIMÀRIA;FUNDACIÓN ANTONIO BONNY;CENTRE PRIVAT FUNDACIÓN ANTONIO BONNY;Priv.;BD;ANTONIO BONNY;S/N;3560;EL CAMPELLO;Alacant;965630314;;1;-0.41085;38.438909;;;L'ALACANTÍ
03003607;CENTRO PRIVADO DE EDUCACIÓN SECUNDARIA;CENTRE PRIVAT D'EDUCACIÓ SECUNDÀRIA;FUNDACIÓN NUESTRA SEÑORA DE LA PIEDAD;CENTRE PRIVAT FUNDACIÓN NUESTRA SEÑORA DE LA PIEDAD;Priv. Conc.;CL;BERNAT METGE;8;3560;EL CAMPELLO;Alacant;965652266;965652262;1;-0.399166;38.415485;;;L'ALACANTÍ
03003668;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;RICO SAPENA;CEIP RICO SAPENA;Púb.;AV;DE LA CONSTITUCIÓN;72;3420;CASTALLA;Alacant;966527500;;1;-0.670286;38.591525;GENERALITAT VALENCIANA;Q5355411I;L'ALCOIÀ
03003681;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;MARÍA ASUNTA;CENTRE PRIVAT MARÍA ASUNTA;Priv. Conc.;CL;COLÓN;1;3420;CASTALLA;Alacant;965560084;965561656;1;-0.670284;38.595096;;;L'ALCOIÀ
03003711;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;SERRELLA;CEIP SERRELLA;Púb.;CL;RAMÓN RUBIAL;S/N;3793;CASTELL DE CASTELLS;Alacant;966527505 ;;1;-0.195062;38.723065;GENERALITAT VALENCIANA;Q5355410A;LA MARINA ALTA
03003735;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;AZORÍN;CEIP AZORÍN;Púb.;AV;AZORÍN;21;3158;CATRAL;Alacant;965290180;;1;-0.802938;38.161792;GENERALITAT VALENCIANA;Q5355409C;EL BAIX SEGURA/ LA VEGA BAJA
03003760;INSTITUTO DE EDUCACIÓN SECUNDARIA;INSTITUT D'EDUCACIÓ SECUNDÀRIA;PARE ARQUES;IES PARE ARQUES;Púb.;AV;DEL FERROCARRIL;S/N;3820;COCENTAINA;Alacant;966527665;;1;-0.436664;38.736126;GENERALITAT VALENCIANA;Q5355407G;EL COMTAT
