the_geom,codigo,dgenerica,despecific,regimen,tipocalle,direccion,numero,codpostal,localidad,provincia,telefono,fax,cp,codigoine,cartodb_id,created_at,updated_at
0101000020E61000005A4CC43F92A0E8BF9F9740005F314340,03006736,"CENTRE PRIVAT E. INFANTIL, PRI",PADRE DEHÓN,true,CL,SANTA INÉS,1,3660,NOVELDA,Alacant,965600350,965600887,03660,3093,1488,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,AC
0101000020E61000004B5B7580D474F4BF53E2957F88C74340,46021502,ESCUELA PRIVADA DE MÚSICA,COMARCAL TIERRA DEL VINO,true,CL,GARCÍA BERLANGA,2-4,46315,CAUDETE DE LAS FUENTES,València,962319262,,46315,46095,1982,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,G
0101000020E6100000D65A4B40CD02DFBFD57844E0A3C34340,46034181,CENTRE PRIVAT D'EDUCACIÓ INFA,L'ESCOLETA,true,CL,549,35,46182,PATERNA CAÑADA (LA),València,961321831,,46182,46190,3410,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E6100000D5DF688038F3DDBF69DC9BDF30B64340,46033577,CENTRE PRIVAT D'EDUCACIÓ INFA,LA LLAR D'INÉS,true,CL,MUNICH 72,9,46900,TORRENT,València,686982426,,46900,46244,3191,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E61000008C3FF61F3E05E0BF49B26900CA2B4340,03015294,CENTRE PRIVAT FORMACIÓ PROFES,GALERA,true,CL,CAPITÁN DEMA,12,3007,ALACANT,Alacant,965132867,965132867,03007,3014,2038,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,F
0101000020E6100000A735E11F35B4D8BFFDC1D19F47BC4340,46010231,"CENTRE PRIVAT E. INFANTIL, PRI",ESCOLÀPIES VALÈNCIA,true,GV,FERNANDO EL CATÓLICO,23,46008,VALENCIA,València,963852331,963820499,46008,46250,629,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,AC
0101000020E610000084E9857F3463DB3FE9CA0CC0AB354440,12000509,CENTRE PRIVAT E. INFANTIL I PR,NUESTRA SEÑORA DE LA CONSOLAC,true,PZ,MADRE MOLAS,1,12580,BENICARLÓ,Castelló,964471699,964475064,12580,12027,71,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,AC
0101000020E610000089C3C4DF2956DDBF54E5D6FF94CB4340,46030308,CENTRE PRIVAT D'EDUCACIÓ INFA,EL VALL ENCANTAT,true,CL,GASCÓ SIRERA,77,46117,BÉTERA,València,961690417,,46117,46070,1915,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E6100000F3BD30E0FFE3D9BF2E4D11E0F4BB4340,46010553,"CENTRE PRIVAT E. INFANTIL, PRI",NUESTRA SEÑORA DE FÁTIMA,true,CL,JUMILLA,6,46018,VALENCIA,València,963793568,963594426,46018,46250,588,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,AC
0101000020E6100000E5D08CBF990ADEBFB2EC496073C34340,46006264,"CENTRE PRIVAT E. INFANTIL, PRI",ESCUELA 2,true,CL,578,2,46182,PATERNA CAÑADA (LA),València,961329017,961329157,46182,46190,1606,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,AC
0101000020E6100000BC72F25F7688E1BF462A42A0E91D4340,03018209,CENTRE PRIVAT D'EDUCACIÓ INFA,CHIQUITÍN SANTA POLA,true,CL,"FINLANDIA (BLOC 2, CC GRAN ALA",23,3130,SANTA POLA,Alacant,966695852,966698678,03130,3121,2390,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E61000001ABD45209128D7BF99FDCBFFF5BD4340,46011028,"CENTRE PRIVAT E. INFANTIL, PRI",CLARET,true,CL,SOLEDAD DOMENECH,8-12,46020,VALENCIA,València,963694351,963694351,46020,46250,626,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,AC
0101000020E610000079FED55F8671D5BFECAAF69FEBCA4340,46028171,ESCOLA PRIVADA DE MÚSICA,LA PRIMITIVA,true,CL,25 D'ABRIL,S/N,46138,RAFELBUNYOL,València,961413047,961413047,46138,46207,2693,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,G
0101000020E6100000C8199E1FC5C7DFBFAEF7D15F9EC64340,46032330,CENTRE PRIVAT D'EDUCACIÓ INFA,EL AZAHAR,true,CL,PERDIU,77,46184,SAN ANTONIO DE BENAGÉBER,València,961350406,,46184,46903,3242,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E61000006C66B53F9E5DDCBF4D51E4FF446D4340,46025337,ESCOLA PRIVADA DE MÚSICA,PONENT,true,CL,SANT JOSEP,6,46844,OTOS,València,962358051,,46844,46185,2886,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,G
0101000020E61000007C7214200A66D8BF7B60C77F81A34340,46025362,ESCOLA PRIVADA DE MÚSICA,SUILANA,true,CL,DUQUE DE HIJAR,12,46430,SOLLANA,València,961740304,,46430,46233,2925,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,G
0101000020E61000006C91C8FF63AFD7BF99A84A00A3BA4340,46025246,CENTRE PRIVAT D'EDUCACIÓ INFA,2 HANDS & FEET,true,CL,VICENTE LLEÓ,28,46006,VALENCIA,València,963284884,,46006,46250,2894,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E610000001F95B00EFE4DBBF1FA9CF1FE4634340,03015002,ESCOLA PRIVADA DE MÚSICA,COMARCAL DE MÚSICA DEL COMTAT,true,CL,CARME,2,3830,MURO DE ALCOY,Alacant,965532126,965532126,03830,3092,2363,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,G
0101000020E6100000BA10D6BF1E85DE3FD57844E0A33C4440,12003092,"CENTRE PRIVAT E. INFANTIL, PRI",DIVINA PROVIDENCIA,true,CL,CONVENTO,10,12500,VINARÒS,Castelló,964407620,964407654,12500,12138,1000,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,AC
0101000020E6100000A53C851F46CFD6BF9C1E25C0FABD4340,46026949,CENTRE PRIVAT D'EDUCACIÓ INFA,PEQUES-ÑAJOS,true,CL,PARE ALEGRE,5,46020,VALENCIA,València,963602520,,46020,46250,2270,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E6100000FF24BC3F096CE9BF1490F63FC00D4340,03014964,ESCUELA PRIVADA DE MÚSICA,LA UNIÓN MUSICAL,true,CL,DOCTOR FLEMING,6,3160,ALMORADÍ,Alacant,965701982,,03160,3015,2165,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,G
0101000020E6100000472689202CD5DABFE39AA7DF2ABC4340,46031532,CENTRE PRIVAT D'EDUCACIÓ INFA,TITELLES,true,AV,BLASCO IBÁÑEZ,92-94,46920,MISLATA,València,696516341,,46920,46169,2522,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E610000003303A602442DABF174740E0DCBB4340,46023092,CENTRE PRIVAT D'EDUCACIÓ INFA,CASA CUNA SANTA ISABEL,true,CL,CASA DE LA MISERICORDIA,8,46014,VALENCIA,València,963790133,963797043,46014,46250,1958,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E6100000751A87FF16F2DDBFBB89C67F262E4340,03001179,"CENTRE PRIVAT E. INFANTIL, PRI",SAGRADOS CORAZONES,true,CM,CRUZ DE PIEDRA,21,3013,ALACANT,Alacant,965261728,965261728,03013,3014,1458,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,AC
0101000020E6100000299B2540CE6DDDBF347A354069BA4340,46019696,ESCOLA PRIVADA DE MÚSICA,MESTRE  MEDINA,true,AV,PAÍS VALENCIÀ,9,46970,ALAQUÀS,València,961505000,961515250,46970,46005,2542,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,G
0101000020E610000080CE04C001D8D7BF4209E9DFE4BA4340,46023407,CENTRE PRIVAT D'EDUCACIÓ INFA,PATUFET,true,CL,CÁDIZ,78-80,46006,VALENCIA,València,963339034,,46006,46250,1963,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E6100000B87F97DF8AE0D6BF55CB42E0EDBD4340,46025052,CENTRE PRIVAT D'EDUCACIÓ INFA,"PADBURY, SL",true,CL,HERMANOS VILLALONGA,2,46020,VALENCIA,València,963691436,,46020,46250,3012,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E6100000DE93E43FF8DE9FBF7ED6A13FD9FE4340,12000947,"CENTRE PRIVAT E. INFANTIL, PRI",NUESTRA SEÑORA DE LA CONSOLAC,true,AV,DE LIDON,49,12003,CASTELLÓ DE LA PLANA,Castelló,964220700,964220704,12004,12040,77,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,AC
0101000020E61000000EB3CC5F77F3DCBFEEB6C13F5B8F4340,46002635,CENTRE PRIVAT D'EDUCACIÓ INFA,NUESTRA SEÑORA DE LOS DESAMPA,true,CL,SANTA ANA,4,46740,CARCAIXENT,València,962430296,962430335,46740,46083,2458,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E61000004807C07FC011E3BFB25659805BD04340,46004802,CENTRE INTEGRAT DE MÚSICA I E,UNIÓN MUSICAL DE LIRIA,true,CL,SAN VICENTE (APT. 173),17,46160,LLÍRIA,València,962780254,962793672,46160,46147,153,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,G
0101000020E6100000544FE61F7D93E5BF1EAF5120FD4B4340,03015440,ESCOLA PRIVADA DE MÚSICA,SANTA CECILIA,true,CL,ERAS,15-19,3420,CASTALLA,Alacant,677647635,,03420,3053,2028,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,G
0101000020E6100000186ADF9FFCA4BABF6B2F58607EF64340,12003870,CENTRE PRIVAT D'EDUCACIÓ SECU,SANTA MARÍA,true,AV,EUROPA,S/N,12540,VILA-REAL,Castelló,964533577,964506748,12540,12135,2373,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,DE
0101000020E6100000EDF637A059BDDDBF45EF54C03D2F4340,03018571,CENTRE PRIVAT D'EDUCACIÓ INFA,GRAN VÍA VISTAHERMOSA,true,CL,ANTONIO RAMOS CARRATALÁ,25,3015,ALACANT,Alacant,966106633,,03015,3014,3384,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E610000081398EE0C589CDBF42CBBA7F2C414340,03018167,ESCOLA PRIVADA DE MÚSICA,AGRUPACIÓ MUSICAL MEDITERRÁN,true,CL,AITANA,3,3570,VILA JOIOSA (LA),Alacant,649992517,966851000,03570,3139,2211,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,G
0101000020E61000001BF4F8FF6931E9BFE7633E20D00E4340,03002433,"CENTRO PRIVADO E. INFANTIL, PR",SANTA MARÍA DE LA HUERTA,true,CL,ERALTA,129,3160,ALMORADÍ,Alacant,965700678,965700678,03169,3015,468,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,AC
0101000020E61000005730C97F83A1C4BFB630C15F827E4340,46004243,"CENTRE PRIVAT E. INFANTIL, PRI",MARÍA DE LOS ÁNGELES SUÁREZ,true,CL,LES FOIES,S/N,46730,GANDIA GRAU I PLATJA,València,962841944,962848031,46730,46131,575,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,AC
0101000020E6100000685D00A0DE1ADBBFEA02B91F4BC04340,46030680,CENTRE PRIVAT D'EDUCACIÓ INFA,BENIMÀMET LA MILOTXA II,true,CL,JOAQUÍN MARÍN,S/N,46035,VALENCIA BENIMAMET-BENIFERRI,València,962055313,,46035,46250,2112,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E61000005992E51FDBA4D7BFD254AA9F92BA4340,46024308,CENTRE PRIVAT D'EDUCACIÓ INFA,SAN LUIS,true,CL,PERFECTO,19-21,46006,VALENCIA,València,963732526,,46006,46250,3026,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E61000002F3761C067EBD6BFDAA5684018BE4340,46027097,CENTRE AUTORITZAT D'ENSENYANCE,TALLER DE MÚSICA JOVE,true,CL,MISTRAL,22,46020,VALENCIA,València,963616361,,46020,46250,2339,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,H
0101000020E6100000FDC84C2027F7BBBF91D629A09AF94340,12003286,CENTRE PRIVAT D'EDUCACIÓ INFA,KINDER PARK,true,CL,ERMITA,234,12540,VILA-REAL,Castelló,964522029,,12540,12135,712,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E610000046FE35605DA3D7BFFAA6FADF5BBB4340,46012938,"CENTRE PRIVAT E. INFANTIL, PRI",ESCUELAS PROFESIONALES DE ARTE,true,AV,REGNE DE VALENCIA,40-42,46005,VALENCIA,València,963746592,963333547,46005,46250,1346,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,AC
0101000020E610000094897A80B08C9DBFDCB133E087FD4340,12005325,ESCOLA PRIVADA DE MÚSICA,3 x 4,true,CL,PINTOR SOLER BLASCO,24,12003,CASTELLÓ DE LA PLANA,Castelló,964235401,,12003,12040,2360,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,G
0101000020E6100000E21D2920C2BFC8BF0067CE9FDB7A4340,46022026,ESCOLA PRIVADA DE MÚSICA,,true,CL,AUSIÀS MARCH,8,46703,BENIRREDRÀ,València,962860201,,46703,46066,952,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,G
0101000020E6100000C9471DE0F38AE8BF0556C49F972C4340,03002721,"CENTRO PRIVADO E. INFANTIL, PR",VIRGEN DE LAS NIEVES,true,CL,PEDRO GALIPIENSO,23,3680,ASPE,Alacant,965490690,965495213,03680,3019,2179,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,AC
0101000020E61000009E5C7EA00F08D4BFF801FEDFC7854340,46020789,ESCOLA PRIVADA DE MÚSICA,MESTRE AMOROS,true,CL,AUSIÀS MARCH,3,46750,SIMAT DE LA VALLDIGNA,València,962810327,,46750,46231,2605,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,G
0101000020E6100000F7C3CF7F0F5ED9BF06FE012038B44340,46005314,"CENTRE PRIVAT E. INFANTIL, PRI","SAN JOSÉ, SAN ANDRÉS Y SAN B",true,CL,ANDRÉS M.PASTOR,12,46470,MASSANASSA,València,961250581,961255163,46470,46165,723,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,AC
0101000020E6100000667907402844DFBF5C8B16A06D314340,03001751,"CENTRE PRIVAT E. INFANTIL, PRI",JESÚS MARÍA,true,CL,CAMINO DE LAS PARRAS,5,3112,ALACANT VILLAFRANQUEZA,Alacant,965181796,965181762,03112,3014,879,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,AC
0101000020E6100000F4F5863FE6CAD0BFBE3DCF9F36894340,46029321,CENTRE AUTORITZAT D'ENSENYANCE,MESTRE ARNAU,true,PZ,PRAT COMARCAL,S/N,46760,TAVERNES DE LA VALLDIGNA,València,962823121,,46760,46238,2978,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,H
0101000020E6100000E1F52B60AC36DCBF6DD4546012344340,03017503,CENTRE AUTORITZAT D'ENSENYANCE,SANT JOAN D'ALACANT,true,AV,DE L'INSTITUT (APT. 40),6,3550,SANT JOAN D'ALACANT,Alacant,965657832,,03550,3119,2979,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,H
0101000020E61000008C7BDC7FB0A8DDBF40930E208D2E4340,03001313,"CENTRE PRIVAT E. INFANTIL, PRI",SANTA TERESA-VISTAHERMOSA,true,CL,CRUZ DE PIEDRA,1,3015,ALACANT,Alacant,965262000,965262111,03015,3014,1372,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,AC
0101000020E610000038EB5D003DD4DBBFB2EC496073984340,46024825,CENTRE PRIVAT D'EDUCACIÓ INFA,JESÚS MI AMIGO,true,CL,VALENCIA,52,46680,ALGEMESÍ,València,962421694,,46680,46029,515,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E6100000A17A1560F25BD7BF5114F93FD1B64340,46009150,"CENTRE PRIVAT E. INFANTIL, PRI",NUESTRA SEÑORA DEL ROSARIO,true,CL,FORTUNA,S/N,46026,VALENCIA,València,963960743,963960743,46026,46250,2783,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,AC
0101000020E6100000104F4141D3D9B93FB3C068A0436B4340,03014903,CENTRE PRIVAT FORMACIÓ PROFES,PELUQUERÍA IMPAKTO,true,AV,DE GATA DE GORGOS,2,3700,DÉNIA,Alacant,965788102,965788102,03700,3063,2023,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,F
0101000020E61000009B76913FA149D4BFBE05234097974340,46025313,ESCOLA PRIVADA DE MÚSICA,SANTA CECILIA,true,CM,DE RIOLA,S/N,46418,FORTALENY,València,961701209,,46418,46125,2958,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,G
0101000020E61000004614E67FEAE6E6BF851854C0E2234340,03013224,INSTITUT D'EDUCACIÓ SECUNDÀR,SEVERO OCHOA,false,CL,INCA,5,3206,ELX,Alacant,966660644,966660235,03206,3065,165,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,DE
0101000020E610000076C8F07F170BE2BFBD6CF1DF72D34340,46031623,CENTRE DOCENT PRIVAT ESTRANGER,BRITISH INFANT SCHOOL OF LLIRI,true,CL,VIRGEN DE LA CABEZA (URB. MONT,10,46160,LLÍRIA,València,962798021,962798021,46160,46147,2288,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,H
0101000020E6100000F0472BA04BC6E2BFBF40102043CC4340,46001667,"CENTRE PRIVAT E. INFANTIL, PRI",ASUNCIÓN DE NUESTRA SEÑORA,true,CL,PEDRALBA,38,46180,BENAGUASIL,València,962730108,962731714,46180,46051,1611,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,AC
0101000020E6100000F523318071E2D6BF1CC9E53FA4BE4340,46028302,CENTRE PRIVAT D'EDUCACIÓ INFA,GENTE MENUDA,true,CL,SAN COLUMBANO,10-12,46020,VALENCIA,València,963930645,963930645,46020,46250,2729,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E6100000A7CC2080CC95D6BFA0CFEC5FFEBF4340,46033413,CENTRE PRIVAT D'EDUCACIÓ INFA,COLORINS,true,AV,DIVINO MAESTRO,3,46120,ALBORAYA,València,961855053,,46120,46013,3203,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E6100000DBE48F2097E3C7BFBDC4B35FD27B4340,46018217,CENTRE AUTORITZAT ELEMENTAL DE,MAESTRO VALDOVÍN,true,CL,ABAD SOLA,32,46702,GANDIA,València,962879603,962873377,46702,46131,1729,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,G
0101000020E61000002664F1DFDF67DBBF579C20A0B1A44340,46001849,"CENTRE PRIVAT E. INFANTIL, PRI",CRISTO REY,true,CL,SAN VICENTE,7,46450,BENIFAIÓ,València,961780222,961795644,46450,46060,570,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,AC
0101000020E6100000BAD5330074D1B8BFEFF73020204A4340,03013935,ESCOLA PRIVADA DE MÚSICA I DA,L'ALFÀS DEL PI,true,CL,CAMÍ DE LA MAR,1,3580,ALFÀS DEL PI (L'),Alacant,965889423,,03580,3011,281,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,G
0101000020E6100000A7105060889CD5BFCEE451E053BB4340,46025702,CENTRE PRIVAT D'EDUCACIÓ INFA,JARDÍN DE SERRERIA,true,CL,PEANYA,19,46022,VALENCIA,València,963300665,963312383,46022,46250,2968,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E61000001E532A206EC0DDBF02E32A604CBA4340,46031520,CENTRE PRIVAT D'EDUCACIÓ INFA,NADONS,true,CL,HUERTO DE SAN JOSÉ,10,46970,ALAQUÀS,València,961501587,,46970,46005,2521,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E610000095B44C00AA2ADDBFA625B1FF95BA4340,46000110,"CENTRE PRIVAT E. INFANTIL, PRI",MADRE JOSEFA CAMPOS,true,CL,MIGUEL HERNÁNDEZ,4,46970,ALAQUÀS,València,961501029,961516402,46970,46005,429,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,AC
0101000020E6100000DB5F1CE072CAEABF1676622019374340,03006529,"CENTRE PRIVAT E. INFANTIL, PRI",DIVINA PASTORA,true,AV,NOVELDA,S/N,3640,MONÒVER,Alacant,966960316,965471638,03640,3089,1486,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,AC
0101000020E6100000721469E01C75DFBFF1D71A0060B54340,46019891,"CENTRE PRIVAT E. INFANTIL, PRI",MADRE PETRA,true,CL,VIRGEN DE GUADALUPE,5,46901,TORRENT MONTE VEDAT,València,961554512,961554512,46901,46244,718,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,AC
0101000020E6100000B3C4E0DF347DA6BFE9DC596034FE4340,12005431,CENTRE PRIVAT FORMACIÓ PROFES,AUDIO GIL 10,true,AV,PÉREZ GALDÓS,7,12004,CASTELLÓ DE LA PLANA,Castelló,964342290,964342291,12002,12040,2153,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,F
0101000020E6100000B8C0853F3ACAD1BF0B570740DCD74340,46028399,CENTRE PRIVAT D'EDUCACIÓ INFA,L'ESCOLETA,true,CL,PARTIDA DE L'ÒLIBA,53,46500,SAGUNT,València,,,46500,46220,2814,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E61000003DC25BE025AADFBFD9290C80A7714340,46028168,ESCOLA PRIVADA DE MÚSICA,BANDA ARTÍSTICO-CULTURAL DE M,true,CL,NOU,S/N,46892,MONTAVERNER,València,691440541,,46892,46173,2692,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,G
0101000020E6100000D13F1E8028269FBFF16D0BE077FD4340,12006299,CENTRE PRIVAT FORMACIÓ PROFES,I. INTER,true,CL,FERNANDO EL CATÓLICO,3-4,12005,CASTELLÓ DE LA PLANA,Castelló,964230323,,12005,12040,3161,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,F
0101000020E610000034FC3C8024D0E2BF727F9AFFFC254340,03016158,CENTRE PRIVAT D'EDUCACIÓ INFA,LOS GIRASOLES,true,PD,TORRELLANO ALTO (POL.2),25,3320,ELX TORRELLANO,Alacant,965681274,965681274,03320,3065,1136,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E610000078E8A4BFE330D9BF20109EBFBFC54340,46020017,CENTRE AUTORITZAT ELEMENTAL DE,CENTRE ESTUDIS MUSICALS MESTRE,true,CL,MAYOR,14,46113,MONCADA,València,961390064,961390064,46113,46171,2587,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,G
0101000020E6100000977C92BFA486DFBFD59EA39FBAEC4340,12002282,"CENTRO PRIVADO E. INFANTIL, PR",LA MILAGROSA,true,CL,ROMUALDO AMIGO,4,12400,SEGORBE,Castelló,964710094,964713180,12400,12104,1575,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,AC
0101000020E6100000EB8181E0243FD6BFB1440CE0D2BC4340,46024141,CENTRE PRIVAT FORMACIÓ PROFES,"ISFE, ESCUELA VALENCIANA DE IN",true,CL,RAMON LLULL,5,46021,VALENCIA,València,963624500,,46021,46250,653,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,F
0101000020E61000000F091E605FEBDCBF33D2F7BFC8304340,03000801,CENTRE PRIVAT D'EDUCACIÓ ESPE,ESPÍRITU SANTO,true,AV,DE DÉNIA,171,3559,ALACANT SANTA FAZ,Alacant,965267000,965267565,03559,3014,1405,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,B
0101000020E61000006592F8DFC1A4D3BF08DEEBFF77CB4340,46031830,CENTRE PRIVAT D'EDUCACIÓ INFA,LA CASETA DE COLORS,true,CL,DOCTOR PESSET,5,46540,PUIG DE SANTA MARIA [EL],València,961472834,,46540,46204,2351,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E610000057823680519EEBBF57703FE081504340,03018362,CENTRO PRIVADO DE EDUCACIÓN I,RENACUAJOS,true,CL,HUERTO REAL,S/N,3400,VILLENA,Alacant,966151544,966151564,03409,3140,2506,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E61000006F763B60F679E0BFEFF73020206B4340,46021459,ESCOLA PRIVADA DE MÚSICA,D'ALBAIDA,true,CL,ARQUÉOLOGO BALLESTER,45,46860,ALBAIDA,València,962900960,962900667,46860,46006,2362,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,G
0101000020E6100000E358957F586FDDBFB3BD272037BA4340,46034107,CENTRE PRIVAT D'EDUCACIÓ INFA,LLEPOLIES,true,CL,MALLORCA,8,46970,ALAQUÀS,València,961293609,,46970,46005,3379,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E610000090F3FE3F4E98A0BF8C3FF61F3EFD4340,12007103,CENTRE PRIVAT D'EDUCACIÓ INFA,LA JIRAFA,true,CL,MUSEROS,16,12005,CASTELLÓ DE LA PLANA,Castelló,964236262,,12005,12040,1885,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E6100000AC9536405C0EE0BF912EEC1FFA2C4340,03016146,CENTRE PRIVAT D'EDUCACIÓ ESPE,INFANTA LEONOR,true,CL,RAFAL,S/N,3005,ALACANT,Alacant,965134000,965134242,03005,3014,3034,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,B
0101000020E6100000A6447CA12CEEBFBF21F3C81F0C4F4340,03014046,ESCOLA PRIVADA DE MÚSICA,UNIÓN MUSICAL,true,CL,NUEVA,36,3530,NUCIA (LA),Alacant,966895159,,03530,3094,289,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,G
0101000020E6100000356144A0CFC7E8BF944C0460F2CD4340,46028144,ESCUELA PRIVADA DE MÚSICA,CENTRO INSTRUCTIVO UNIÓN MUSI,true,PZ,MAESTRO BARRACHINA,1,46165,BUGARRA,València,961660334,,46165,46076,2696,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,G
0101000020E6100000B9D228E07BB8EABF3574B33F50CD4340,46021745,ESCUELA PRIVADA DE MÚSICA,LA SERRANÍA,true,CL,LARGA,7,46166,GESTALGAR,València,961660003,961660003,46166,46133,804,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,G
0101000020E6100000F02DC0FFD571D9BFB9EA4B80ABBD4340,46021769,CENTRE PRIVAT D'EDUCACIÓ INFA,CAMPANAR,true,CL,BARÓN DE BARCHETA,3,46015,VALENCIA,València,963404213,963404213,46015,46250,2611,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
